108.309868,288.055941,397.261915,288.278465,224.255536,190.939566,223.839134,285.339533,284.822063,213.715290,295.818632,420.113432,418.176198,292.965095
120.132613,319.925983,442.170192,321.559027,244.940110,204.139731,242.400718,311.756383,310.239143,236.017787,295.184806,405.882905,422.577294,320.810452
88.404426,236.716532,328.942385,240.281227,178.529342,145.026170,175.897153,231.016856,229.786436,177.156544,192.590463,252.168891,281.644450,237.789547
97.432461,259.472358,359.007929,261.441425,197.665516,163.287303,197.558399,260.607550,260.384696,197.148266,239.905227,325.866989,341.512484,264.054175
211.059906,550.942310,754.453939,547.157057,412.937111,336.624495,407.424731,534.410909,531.851008,407.340666,437.552400,582.275265,670.210954,573.923934
478.503700,1273.058358,1746.959186,1259.442072,940.013194,774.516805,958.699448,1275.063669,1262.102894,944.460677,830.059491,1060.355667,1350.775889,1276.689028
786.755205,2105.113300,2891.969168,2440.031993,2150.667925,1657.045735,1615.725500,2161.267458,2141.485754,1581.925216,1683.093381,2251.448977,2495.664537,2055.387617
962.764801,2556.634787,3503.558111,3112.852570,2895.577262,2207.146194,1982.842831,2613.776544,2588.379013,1895.994378,2379.372193,3311.033874,3398.719090,2513.365466
971.623910,2566.381014,3527.983987,3075.060583,2815.441471,2159.535043,1987.367261,2601.377234,2585.379546,1904.305153,2262.656136,3115.006325,3318.065989,2578.070523
922.273052,2449.069610,3386.664779,2731.592563,2312.030703,1819.231501,1887.094586,2496.357666,2494.169263,1854.254165,1705.661973,2181.089459,2676.301753,2470.633719
904.727698,2410.625409,3342.111709,2599.572704,2104.344842,1673.907871,1841.548939,2459.042961,2467.678512,1855.493671,1791.055961,2284.489028,2693.660156,2421.553458
938.661497,2499.889460,3463.632497,2526.656559,1904.780915,1566.094535,1900.548195,2527.490291,2533.618598,1910.399797,2350.745337,3189.620405,3295.520065,2514.021436
979.789147,2610.634868,3618.783064,2640.870054,1984.169382,1625.707873,1980.169486,2638.183613,2641.437675,1992.708154,2456.126113,3332.981490,3442.178417,2624.146783
1015.817081,2701.616824,3729.110514,2974.801718,2473.060722,1938.556832,2037.219982,2706.772890,2705.632547,2039.284431,2336.703454,3119.084698,3359.948319,2708.850104
1059.668679,2818.258633,3880.599602,3248.437281,2841.689732,2193.224088,2118.914408,2794.121509,2795.046998,2112.129738,2283.892608,3005.141426,3343.528746,2806.151222
1120.665497,2984.212268,4117.180326,3253.208426,2689.885470,2127.363330,2250.940236,2973.785390,3281.149687,2750.486460,2865.226028,3410.340584,3677.143354,2970.900164
1687.089728,3397.050417,4246.152526,3309.730936,2685.136291,2500.222495,2925.011179,3443.478163,3580.392212,3153.386406,3041.229297,3354.000672,3712.216749,3090.593770
1968.392936,3427.315152,3984.406827,3255.434486,2777.533644,2771.160851,3179.448876,3495.806500,3196.239519,2687.475526,2479.946857,2813.279768,3298.492127,2924.271533
1452.815878,2752.985714,3322.913679,2827.710585,2532.291059,2320.948121,2437.481357,2778.173912,2410.480216,1821.095531,1498.402085,1827.480652,2432.409454,2431.858995
734.334483,1935.462327,2642.254254,2248.013641,2020.394931,1558.050462,1462.536672,1926.635473,1924.840649,1454.236888,1348.354158,1703.330334,2078.768434,1926.651718
617.561844,1631.940350,2237.575442,1827.246741,1575.782844,1233.049836,1232.865059,1625.046022,1626.116931,1238.152740,1421.852463,1892.486881,2023.868200,1622.737849
550.721418,1451.037907,1991.567131,1442.436950,1097.307738,909.769450,1094.650650,1443.052840,1573.187155,1307.881029,1559.539705,1964.357842,1964.856662,1431.931948
454.418014,1196.889346,1644.347333,1244.612417,991.555204,800.521350,903.847408,1183.945956,1388.034846,1230.974192,1303.892267,1491.870436,1548.484082,1182.178097
266.001859,707.113958,977.278338,796.971026,676.943541,526.099583,539.076519,702.499029,817.658797,723.277238,684.059286,739.307392,840.186624,713.934256
